12.28223	1.339E-10	12.27717	5.097E-10	12.29977	1.416E-10	12.27356	1.41E-10	12.29193	5.841E-10	12.27821	6.173E-10	12.30989	6.18E-11	12.3027	5.931E-10
12.38407	1.324E-10	12.3773	5.091E-10	12.38565	1.381E-10	12.37369	1.401E-10	12.39205	5.851E-10	12.38093	6.808E-10	12.38495	1.294E-10	12.40604	5.196E-10
12.48281	1.33E-10	12.47741	5.103E-10	12.48588	1.41E-10	12.47382	1.383E-10	12.4949	5.862E-10	12.4794	6.652E-10	12.4726	1.291E-10	12.50469	5.704E-10
12.58327	1.327E-10	12.57754	5.115E-10	12.58592	1.381E-10	12.57394	1.402E-10	12.5937	5.098E-10	12.57977	5.981E-10	12.57137	1.288E-10	12.60482	5.973E-10
12.68401	1.345E-10	12.67887	4.495E-10	12.68777	1.369E-10	12.67407	1.403E-10	12.69698	5.302E-10	12.68095	6.196E-10	12.67292	1.211E-10	12.70502	5.955E-10
12.78368	1.342E-10	12.77809	5.027E-10	12.78754	1.364E-10	12.77419	1.403E-10	12.79589	5.865E-10	12.78101	1.5794E-9	12.7731	1.245E-10	12.80736	5.267E-10
12.887	1.345E-10	12.87892	5.163E-10	12.8876	1.378E-10	12.87432	1.389E-10	12.89839	5.875E-10	12.88077	2.9067E-9	12.87319	1.233E-10	12.90664	1.3765E-9
12.98625	1.331E-10	12.97904	4.574E-10	12.98877	1.273E-10	12.97445	1.421E-10	12.99722	5.338E-10	12.98334	3.8489E-9	12.9733	1.227E-10	13.01119	2.7773E-9
13.08638	1.334E-10	13.07916	5.011E-10	13.08811	1.378E-10	13.07737	1.411E-10	13.09734	9.309E-10	13.08156	4.7577E-9	13.07676	1.245E-10	13.10944	3.7062E-9
13.18803	1.331E-10	13.18055	1.7156E-9	13.18845	1.393E-10	13.17592	1.449E-10	13.19905	2.5388E-9	13.18388	5.7077E-9	13.1753	1.289E-10	13.20957	4.7094E-9
